character,dialogue,episode
WOMAN,"Rabbi, should I have another child?",8F05   LIKE FATHER LIKE CLOWN
KRUSTOFSKY,"Yes, another child would be a blessing on your house. Another MAN approaches.",8F05   LIKE FATHER LIKE CLOWN
MAN,#2,8F05   LIKE FATHER LIKE CLOWN
KRUSTOFSKY,Could you rephrase that as an ethical question?,8F05   LIKE FATHER LIKE CLOWN
MAN,#2 * Hmm... is it right to buy a Chrysler?,8F05   LIKE FATHER LIKE CLOWN
KRUSTOFSKY,"Yes, for great is the car with power steering and dyna-flow suspension.",8F05   LIKE FATHER LIKE CLOWN
KRUSTY,"Papa, when I grow up, can I be a clown?",8F05   LIKE FATHER LIKE CLOWN
KRUSTOFSKY,No! A clown is not a respected member of the community.,8F05   LIKE FATHER LIKE CLOWN
KRUSTY,But I want to make people laugh.,8F05   LIKE FATHER LIKE CLOWN
KRUSTOFSKY,"Hershel, life is not fun. Life is serious. Seltzer is for drinking, not for spraying. Pie is for noshing, not for throwing.",8F05   LIKE FATHER LIKE CLOWN
KRUSTOFSKY,"But nothing! You’1ll do as I say or you’1ll get such a zetz that you won’t even know what hit you. Young Krusty sadly looks over at a store: ""Yiddle’s Practical Jokes, Magic Tricks, and Medical Supplies."" Through the window we can see whoopee cushions, fake nose and glasses, dribble glasses, magic wands, and crutches. From a REVERSE ANGLE through the window, we see Krusty ina reverie until the Rabbi yanks him out of the frame.",8F05   LIKE FATHER LIKE CLOWN
DISSOLVE,To:,8F05   LIKE FATHER LIKE CLOWN
KRUSTY,"Dad wanted me to follow in his footsteps, but the pull of clowning was too strong. I got my first big laughs at Yeshiva impersonating my father. A thirteen-year-old Krusty is standing up in front of the class. He holds a mop to his face which he strokes like a beard.",8F05   LIKE FATHER LIKE CLOWN
KRUSTY,"Blah, blah, blah, Moses! Blah, blah, blah, some prayer! The students LAUGH. Rabbi Krustofsky enters from the back of the room. He begins STRANGLING Young Krusty, a la Bart and Homer.",8F05   LIKE FATHER LIKE CLOWN
BART,"Don’t worry, I don’t even like using the bathroom after you.",8F05   LIKE FATHER LIKE CLOWN
HOMER,"Why you little... Homer starts to STRANGLE Bart, a la Krusty and his father.",8F05   LIKE FATHER LIKE CLOWN
LISA,"Krusty, please continue.",8F05   LIKE FATHER LIKE CLOWN
EVENING,Rabbi Krustofsky is POUNDING on the bathroom door.,8F05   LIKE FATHER LIKE CLOWN
KRUSTY,My father tried to extinguish the comedy bug. But it was no use.,8F05   LIKE FATHER LIKE CLOWN
RABBI KRUSTOFSKY,What are you doing in that bathroom?,8F05   LIKE FATHER LIKE CLOWN
KRUSTY,Go away.,8F05   LIKE FATHER LIKE CLOWN
KRUSTOFSKY,Open the door this instant. He BREAKS open the door revealing Krusty covered with pie filling and holding a seltzer bottle aimed at his own face. There are several pie tins around Krusty’s feet. Rabbi Krustofsky is horrified.,8F05   LIKE FATHER LIKE CLOWN
RABBI KRUSTOFSKY,Oy gevalt!,8F05   LIKE FATHER LIKE CLOWN
A.,"Inside ""Yiddle’s Practical Jokes, Magic Tricks, and Medical Supplies"" we see Young Krusty now wearing a baggy clown outfit. As he stands, smiling, in front of the mirror, MR. YIDDLE straightens his shoulders.",8F05   LIKE FATHER LIKE CLOWN
B.,We see Krusty performing at a Shriner’s convention. Krusty holds up two Shriner fezes to his chest as if they are breasts to the SCREAMING LAUGHTER of drunken conventioneers.,8F05   LIKE FATHER LIKE CLOWN
KRUSTY,It was my big break. A Talmudic conference in the Catskills and I was the entertainment.,8F05   LIKE FATHER LIKE CLOWN
KRUSTY,But the Lord works in mysterious ways.,8F05   LIKE FATHER LIKE CLOWN
RABBI KRUSTOFSKY,"Do you know that my son Hershel was first in his Yeshiva class. As a matter of fact, he was voted ""The Most",8F05   LIKE FATHER LIKE CLOWN
KRUSTOFSKY,"A rabbi never exaggerates. A rabbi composes; he creates thoughts; he tells stories that may never have happened, but he does not exaggerate.",8F05   LIKE FATHER LIKE CLOWN
KRUSTY,"My father would have never have suspected a thing, were it not for one rowdy rabbi.",8F05   LIKE FATHER LIKE CLOWN
KRUSTOFSKY,Hershel? Hershel! Oy vay iz mir!,8F05   LIKE FATHER LIKE CLOWN
RABBI KRUSTOFSKY,"You have brought shame on our family. Oh, if you were a musician or a jazz singer, this I could forgive. But this? I never want to see you again. You... you... clown!",8F05   LIKE FATHER LIKE CLOWN
KRUSTY,And I haven’t seen my father since.,8F05   LIKE FATHER LIKE CLOWN
LISA,That is so sad.,8F05   LIKE FATHER LIKE CLOWN
BART,"Krusty, do you think about your father a lot?",8F05   LIKE FATHER LIKE CLOWN
KRUSTY,All the time. Except when I’m at the track. Then it’s all business.,8F05   LIKE FATHER LIKE CLOWN
KRUSTY,"I can’t believe that little boy in those pictures is you, Bart.",8F05   LIKE FATHER LIKE CLOWN
BART,"Yeah, I’ve got a lot of fond memories. Bart YAWNS.",8F05   LIKE FATHER LIKE CLOWN
MARGE,"Well, look at the time. Almost midnight.",8F05   LIKE FATHER LIKE CLOWN
KRUSTY,Do you have any yearbooks?,8F05   LIKE FATHER LIKE CLOWN
HOMER,"No, that’s it. You’ve seen everything.",8F05   LIKE FATHER LIKE CLOWN
KRUSTY,"So, Milhouse, know any knock-knock jokes? Milhouse begins to WEEP.",8F05   LIKE FATHER LIKE CLOWN
MILHOUSE,I want to go home.,8F05   LIKE FATHER LIKE CLOWN
MARGE,"Homer, maybe you better take Milhouse home.",8F05   LIKE FATHER LIKE CLOWN
HOMER,Gladly.,8F05   LIKE FATHER LIKE CLOWN
KRUSTY,Wow. The Concert For Bangladesh.,8F05   LIKE FATHER LIKE CLOWN
BART,"Goodnight, Krusty. Sorry about your dad.",8F05   LIKE FATHER LIKE CLOWN
KRUSTY,"Don’t worry about me, I’m a survivor. Krusty starts to go, then turns around.",8F05   LIKE FATHER LIKE CLOWN
KRUSTY,"Hey, did I leave my keys inside? No! Krusty finds his keys.",8F05   LIKE FATHER LIKE CLOWN
KRUSTY,"Oh, yeah. Here they are.",8F05   LIKE FATHER LIKE CLOWN
NIGHT,"We PAN across the magazine rack past several magazines: Ballpoint Pen Digest, Ballooning Monthly, Cooking With Coconut Magazine, Faberge Egg Owner, etc. until we reach Krusty who is looking at ""Modern Jewish Father."" He starts to CRY.",8F05   LIKE FATHER LIKE CLOWN
ANNOUNCER,"Academy Award Playhouse now returns you to ""Hercules vs. The Martians."" The television CLICKS off.",8F05   LIKE FATHER LIKE CLOWN
KRUSTY,"Didn’t Itchy Jr. look happy playing with his father? And didn’t Scratchy Jr. look happy playing with his dad until they got run over by the thresher? Wasn’t that a beautiful cartoon?  For the love of god, cut to a commercial.",8F05   LIKE FATHER LIKE CLOWN
BART,Poor Krusty.,8F05   LIKE FATHER LIKE CLOWN
LISA,A man who envies our family is a man who needs help.,8F05   LIKE FATHER LIKE CLOWN
BART,We've got to do something.,8F05   LIKE FATHER LIKE CLOWN
LISA,Let’s move. Lisa CLICKS off the Tv.,8F05   LIKE FATHER LIKE CLOWN
BART,"Reverend Lovejoy, we need you to help",8F05   LIKE FATHER LIKE CLOWN
LOVEJOY,"Well... before you make any rash decisions, let me just remind you that the church is changing to meet the needs of today’s young Christians.",8F05   LIKE FATHER LIKE CLOWN
LISA,"No, no. We’re not converting, we just want to find a Rabbi Krustofsky.",8F05   LIKE FATHER LIKE CLOWN
LOVEJOY,"Rabbi Krustofsky? Why, I do a radio call-in show with him every Sunday night.",8F05   LIKE FATHER LIKE CLOWN
BART,Really?,8F05   LIKE FATHER LIKE CLOWN
LISA,I didn’t know that.,8F05   LIKE FATHER LIKE CLOWN
LOVEJOY,"Gee, I mention it in my sermon every week.",8F05   LIKE FATHER LIKE CLOWN
LISA,"Oh yeah, it’s all the kids",8F05   LIKE FATHER LIKE CLOWN
LOVEJOY,"Oh, well. Why don’t cha have a free t- shirt. You/’1l be the ""coolest"" kids on the playground.",8F05   LIKE FATHER LIKE CLOWN
BART,We'll put them on later. Now can you give us the rabbi’s address?,8F05   LIKE FATHER LIKE CLOWN
LOVEJOY,"Oh sure thing. Let me just check my ""Non-Christian"" rolodex.",8F05   LIKE FATHER LIKE CLOWN
LISA,"Excuse us, Rabbi Krustofsky?",8F05   LIKE FATHER LIKE CLOWN
KRUSTOFSKY,"Oh, what can I do for you, my young friends?",8F05   LIKE FATHER LIKE CLOWN
BART,We came to talk to you about your son.,8F05   LIKE FATHER LIKE CLOWN
LOVEJOY,No.,8F05   LIKE FATHER LIKE CLOWN
KRUSTOFSKY,Not at all.,8F05   LIKE FATHER LIKE CLOWN
KRUSTOFSKY,"Hello? Anybody there? I hear breathing but I don’t hear talking. What’s going on here? Hello, mister. Hello... hello. Some people got nothing to do but call people and hang up. There’s all kinds of meshugoyim in this world.",8F05   LIKE FATHER LIKE CLOWN
BART,"Hi, I’m a first time caller, long time listener.",8F05   LIKE FATHER LIKE CLOWN
CONTINUOUS,Bart is on the phone. Lisa stands next to him.,8F05   LIKE FATHER LIKE CLOWN
BART,"My question is, ""If a son defies his father, and chooses a career that makes millions of children happy, shouldn’t the father forgive the son?""",8F05   LIKE FATHER LIKE CLOWN
LOVEJOY,I think so.,8F05   LIKE FATHER LIKE CLOWN
BART,"All right, rabbi. You win round one. But I‘ve got a plan that can’t fail.",8F05   LIKE FATHER LIKE CLOWN
BART,"Yiddle my man, you’re a genius.",8F05   LIKE FATHER LIKE CLOWN
DAY,Several RABBIS are TALKING on a park bench.,8F05   LIKE FATHER LIKE CLOWN
KRUSTOFSKY,"Oh, the best charity is to give and not",8F05   LIKE FATHER LIKE CLOWN
BART,"Speaking of charity, Rabbi Krustofsky, don’t you think it’s time you forgave your son?",8F05   LIKE FATHER LIKE CLOWN
KRUSTOFSKY,Get out of here you little pisher!,8F05   LIKE FATHER LIKE CLOWN
BART,"Oy, this guy’s tough.",8F05   LIKE FATHER LIKE CLOWN
LISA,"Bart, we’re gonna have to out smart him.",8F05   LIKE FATHER LIKE CLOWN
BART,"I don’t know, he’s pretty sharp. He saw right through this disguise. Lisa picks up the phone.",8F05   LIKE FATHER LIKE CLOWN
KRUSTOFSKY,"What? Isaac Bashevis Singer, the Nobel Prize winning Yiddish novelist. He wants to have lunch with me? Ah ah, It’s a date! Izzy’s Deli, one o’clock, I’ll be there.",8F05   LIKE FATHER LIKE CLOWN
KRUSTY,"The French government wants to give me The Legion of Honor? Where do I receive this prestigious award? Izzy’s Deli, one o’clock. Thank you, Monsieur President. CuT TO:",8F05   LIKE FATHER LIKE CLOWN
HOUSE,Bart is on the other end of the phone holding his nose.,8F05   LIKE FATHER LIKE CLOWN
BART,Au revoir. Bart and Lisa smile at each other.,8F05   LIKE FATHER LIKE CLOWN
BART,"Sorry, no. Just get us another bowl of",8F05   LIKE FATHER LIKE CLOWN
RABBI KRUSTOFSKY,"Oh, let’s see. I want a nice sandwich, but the Joey Bishop, ugh, too fatty... the Jackie Mason, I don’t know, sauerkraut makes me gassy. The Bruce Willis, I don’t even like his work... What is this?... Krusty the Clown!?",8F05   LIKE FATHER LIKE CLOWN
KRUSTOFSKY,What?,8F05   LIKE FATHER LIKE CLOWN
KRUSTOFSKY,"Listen, you tell Mr. Isaac Bashevis Singer I lost my appetite.",8F05   LIKE FATHER LIKE CLOWN
KRUSTY,"Uh, could you direct me to President Francois Mitterrand’s",8F05   LIKE FATHER LIKE CLOWN
KRUSTY,Fifty million Frenchmen can’t be wrong.,8F05   LIKE FATHER LIKE CLOWN
LISA,"Bart, we’ve been going about this all wrong. What’s the one thing rabbis prize above everything else?",8F05   LIKE FATHER LIKE CLOWN
BART,Those stupid hats?,8F05   LIKE FATHER LIKE CLOWN
LISA,No Bart. Knowledge.,8F05   LIKE FATHER LIKE CLOWN
DAY,Lisa and Bart are at the card catalogue.,8F05   LIKE FATHER LIKE CLOWN
LISA,"Let’s see... Judaism... ethical origins of... guilt, guilt, guilt, guilt... rodeo stars... Sammy Davis, Jr.. and",8F05   LIKE FATHER LIKE CLOWN
DISSOLVE,"Lisa READS intently. She has a large pile of books beside her including: ""Jewishness Revisited"" ""Views on Jews"" ""The Big Book of The Chosen people"", etc. Bart is playing with a Jewish pop-up book. Adam and Eve in the garden of Eden pop up. Bart turns the page and we see Noah’s Ark pop up. The ark is surrounded by anguished people. Bart pulls a tab and the people are engulfed in water. Bart does FLOOD",8F05   LIKE FATHER LIKE CLOWN
BART,"Ahhh, Noah, Noah, save us, save us... No!!",8F05   LIKE FATHER LIKE CLOWN
LISA,This looks good Bart. Take it to hin. She hands Bart the paper.,8F05   LIKE FATHER LIKE CLOWN
RABBI KRUSTOFSKY,"You I told to go away. The Rabbi starts to close the door, but Bart sticks his foot in the door and begins to SPEAK, reading off of Lisa’s note.",8F05   LIKE FATHER LIKE CLOWN
BART,"But... but... but, Rabbi, does it not say in the Babylonian Talmud... And I quote, ""A child should be pushed aside with the left hand, and drawn closer with the right.""",8F05   LIKE FATHER LIKE CLOWN
BART,Then doesn’t your religion command you to make up with Krusty? There is a moment of silent reflection.,8F05   LIKE FATHER LIKE CLOWN
KRUSTOFSKY,"But in Exodus, the fifth commandment says, ""Honor thy Father and thy Mother."" End of story.",8F05   LIKE FATHER LIKE CLOWN
DAY,Lisa is surrounded by books.,8F05   LIKE FATHER LIKE CLOWN
BART,"Oh, it’s hopeless.",8F05   LIKE FATHER LIKE CLOWN
LISA,Not quite. I got some dynamite stuff from Rabbi Simon ben Eleazar.,8F05   LIKE FATHER LIKE CLOWN
DAY,"Bart and the Rabbi are wrapped in towels, enjoying a nice steam. There are several other OLDER MEN in the steam room.",8F05   LIKE FATHER LIKE CLOWN
BART,"""At all times let a man be supple as a reed and not rigid as a cedar."" All the old men GRUMBLE in agreement.",8F05   LIKE FATHER LIKE CLOWN
RABBI KRUSTOFSKY,"But, my short learned friend, the Book of Joshua says, ""You shall meditate on the Torah all day and all night.""",8F05   LIKE FATHER LIKE CLOWN
BART,"Is it not written in the Talmud, ""Who will bring redemption? The jesters.""",8F05   LIKE FATHER LIKE CLOWN
RABBI KRUSTOFSKY,"Sorry my friend, I’m still not convinced. And this is hardly the time or place to discuss it. The BABY CRIES.",8F05   LIKE FATHER LIKE CLOWN
LISA,"Here you go, Bart. It’s a long shot, but, that’s all I can do without learning ancient Hebrew. Bart looks at her.",8F05   LIKE FATHER LIKE CLOWN
LISA,Bart! I am not going to learn ancient Hebrew. Bart gives her a look and heads off.,8F05   LIKE FATHER LIKE CLOWN
BART,"Rabbi, did not a great man say, ""The Jews are a swinging bunch of people. I mean I’ve heard of persecution, but what they went through is ridiculous! But the great thing is after thousands of years of waiting and holding on and fighting, they finally made it.""",8F05   LIKE FATHER LIKE CLOWN
RABBI KRUSTOFSKY,"Ohh, I never heard the plight of my people phrased so eloquently. Who said that, Rabbi Hillel?",8F05   LIKE FATHER LIKE CLOWN
BART,Nope.,8F05   LIKE FATHER LIKE CLOWN
BART,Nope.,8F05   LIKE FATHER LIKE CLOWN
KRUSTOFSKY,Mamonides?,8F05   LIKE FATHER LIKE CLOWN
BART,Nope.,8F05   LIKE FATHER LIKE CLOWN
BART,"I’m afraid not, Rabbi. It’s from ""Yes, I Can"" by Sammy Davis Jr. An entertainer.",8F05   LIKE FATHER LIKE CLOWN
KRUSTOFSKY,"The candy man? The Rabbi sits down, STUNNED.",8F05   LIKE FATHER LIKE CLOWN
RABBI KRUSTOFSKY,"If a performer can think that way, maybe I’m completely upsidedown on this whole problem. You know something, you’re a very studious little boy. Do you do well in school?",8F05   LIKE FATHER LIKE CLOWN
BART,All A’s sir.,8F05   LIKE FATHER LIKE CLOWN
LISA,"Yeah, right.",8F05   LIKE FATHER LIKE CLOWN
RABBI KRUSTOFSKY,All the years of joy that I’ve lost. Why? Because of my stubborn ways. The Rabbi begins to CRY in the middle of the gardens.,8F05   LIKE FATHER LIKE CLOWN
LISA,"There, there, Rabbi. You’re getting your beard all wet.",8F05   LIKE FATHER LIKE CLOWN
KRUSTY,"Oh, yeah. (PATTING CIGARETTE PACKET IN POCKET) My old friends, right next to my heart. Rabbi Krustofsky approaches, from the shadows.",8F05   LIKE FATHER LIKE CLOWN
KRUSTOFSKY,"Oy, such a filthy habit.",8F05   LIKE FATHER LIKE CLOWN
KRUSTOFSKY,Son!,8F05   LIKE FATHER LIKE CLOWN
KRUSTY,Papa!,8F05   LIKE FATHER LIKE CLOWN
KRUSTY,Daddy.,8F05   LIKE FATHER LIKE CLOWN
KRUSTOFSKY,Boychik!,8F05   LIKE FATHER LIKE CLOWN
KRUSTY,"Oh, Daddy...",8F05   LIKE FATHER LIKE CLOWN
KRUSTY,"Boys and girls, I’d like to be serious for a moment if I may. Spotlight, please. The lights dim and a spotlight appears. Krusty walks into the light and it moves away from him. He walks up to it again, and it moves again.",8F05   LIKE FATHER LIKE CLOWN
KRUSTY,“Re I just wanted... I just wanted... Come on guys. I’m not kidding. Krusty steps into the spotlight. *,8F05   LIKE FATHER LIKE CLOWN
KRUSTY,"Let’s have a warm Krusty welcome for my estranged father, Rabbi Hyman Krustofsky. Rabbi Krustofsky comes out on stage. The kids CHEER.",8F05   LIKE FATHER LIKE CLOWN
KRUSTY,"Lenny, if you please...",8F05   LIKE FATHER LIKE CLOWN
HOMER,"I love you, Dad.",8F05   LIKE FATHER LIKE CLOWN
MOE,I got somethin’ in my eye.,8F05   LIKE FATHER LIKE CLOWN
BARNEY,"Here, take my hanky. Barney hands Moe a gross, disgusting hankerchief.",8F05   LIKE FATHER LIKE CLOWN
MOE,Eeww!,8F05   LIKE FATHER LIKE CLOWN
SMITHERS,"Permission to call you daddy, Sir?",8F05   LIKE FATHER LIKE CLOWN
BURNS,Permission granted! Burns tossles Smithers’ hair. *,8F05   LIKE FATHER LIKE CLOWN
SCENE,The song concludes.,8F05   LIKE FATHER LIKE CLOWN
KRUSTY,We haven’t seen each other in twenty- five years.,8F05   LIKE FATHER LIKE CLOWN
KRUSTOFSKY,"Oh, I love you, son.",8F05   LIKE FATHER LIKE CLOWN
KRUSTY,"I love you too, Daddy.",8F05   LIKE FATHER LIKE CLOWN
FADE,SUPER: THE DAWN OF MAN,8F06   LISA'S PONY
HOMER,"is SNORING in his chair at work, with his feet",8F06   LISA'S PONY
HOMER,Yello.,8F06   LISA'S PONY
LISA,"wears a formal dress as she talks on the phone. Behind her other acts are getting ready for the school talent show. One BOY ""plays"" Lara’s Theme on glasses of water by RUBBING THE RIMS.",8F06   LISA'S PONY
LISA,"Dad, I’m calling about the school talent show.",8F06   LISA'S PONY
HOMER,"Don’t worry, I know it’s tonight. Homer glances over to see ""Talent Show 7:00"" on his nuclear workers pin-up calendar. On it, ""Miss Atomic Pile"" wears a bikini and work gloves, and fondles a glowing plutonium rod.",8F06   LISA'S PONY
LISA,"No. Dad, I broke my last saxophone reed, and I need you to get me a new one.",8F06   LISA'S PONY
HOMER,Uh... isn’t this the kind of thing your,8F06   LISA'S PONY
LISA,"I called her. She’s not home. I also tried Mr. Flanders, Aunt Patty, Aunt Selma, Dr. Hibbert, Reverend Lovejoy and that nice man who caught the snake in our basement.",8F06   LISA'S PONY
HOMER,"Wow! And after them, out of all the people in the world, you chose me. Uh huh, yeah, number four and a half reed. Homer writes ""4 1/2 REED"" on the bottom of his shoe. Next to it on the shoe is a hole with an arrow pointing to it labelled, ""Fix This.""",8F06   LISA'S PONY
SKINNER,addresses the CROWD.,8F06   LISA'S PONY
SKINNER,"Well, you’re in for a whale of a show tonight. I/’d like to point out that the doors are now locked, so you parents can’t sneak out of the show after your own child has performed. Oh, and let me caution the people in the",8F06   LISA'S PONY
HOMER,"Whew! Just in the nick of... mmn,",8F06   LISA'S PONY
WIDEN,"to see Moe’s Tavern is next to the music store. Homer wrestles with his conscience for a beat, then dashes",8F06   LISA'S PONY
HOMER,"Hurry, Moe, hurry! I’ve only got five minutes till the music store closes.",8F06   LISA'S PONY
MOE,Why don’t you go there first?,8F06   LISA'S PONY
HOMER,"Hey, do I tell you how to do your job?",8F06   LISA'S PONY
MOE,"Sorry, Homer.",8F06   LISA'S PONY
HOMER,"You know, if you tip the glass, there won’t be so much foam on top.",8F06   LISA'S PONY
MOE,"Sorry, Homer.",8F06   LISA'S PONY
SCENE,The Korean student is dragging the chairs offstage.,8F06   LISA'S PONY
SKINNER,"Oh well, make sure you return those chairs to the cafeteria, Kim. I’m not kidding.  Our next act is a well-behaved young man who gets good grades. I give you Martin Prince",8F06   LISA'S PONY
MARTIN,"strides out in a cap and gown. We see JIMBO, KEARNY",8F06   LISA'S PONY
MARTIN,"I will now answer any question -- any question at all. From the fields of History, Literature, Mythology, The Dance...",8F06   LISA'S PONY
JIMBO,"How much do you weigh, Tubbo?",8F06   LISA'S PONY
MARTIN,"In pounds, kilograms, or pennyweights?",8F06   LISA'S PONY
MARTIN,I’11 have you know I’m down to the lowest size of husky pants.,8F06   LISA'S PONY
HOMER,Ah. Finished with fifteen seconds to spare.,8F06   LISA'S PONY
MAN,"What’s the matter, buddy?",8F06   LISA'S PONY
HOMER,The moron next door closed early!,8F06   LISA'S PONY
MAN,I happen to be that moron.,8F06   LISA'S PONY
HOMER,"Could you open up for me? Please, please, please, please pleezee.",8F06   LISA'S PONY
HOMER,"Ohh, me and my trenchant mouth.",8F06   LISA'S PONY
MILHOUSE,"is on stage, PLAYING ""Sweet Georgia Brown"" on his hands, his head, and on his teeth with a spoon. Offstage Skinner talks to MRS. KRABAPPEL.",8F06   LISA'S PONY
SKINNER,"Terrible, just terrible. You know,",8F06   LISA'S PONY
SKINNER,"Wonderful. I think this is the best batch we/ve ever had. I really do. And now, here’s Bart Simpson, The Boy of a Thousand Voices. Bart enters.",8F06   LISA'S PONY
BART,"I’d like to open with my impression of Principal Skinner. Bart turns his back to the audience in Rich Little style, then turns back -- he has a moronic drooling expression, with one finger up his nose and the other arm dragging like Quasimodo.",8F06   LISA'S PONY
BART,"Duh, look at me, I’m Principal Skinner.",8F06   LISA'S PONY
SKINNER,That young man just became the Boy of a Thousand Days Detention.,8F06   LISA'S PONY
BART,"Hey, it’s Lunchlady Doris. I wonder what she’s got for us today.  Today’s special is refried dog poop.",8F06   LISA'S PONY
HOMER,"Please, you’ve got to open that store.",8F06   LISA'S PONY
MAN,Let me think about it... Eh... No.,8F06   LISA'S PONY
HOMER,That’s it. I want you to see a picture of the little girl you’re disappointing. (GOES THROUGH HIS,8F06   LISA'S PONY
MOE,"Come on, Jer. Open up. Be a pal. Remember when I pulled you and your wife out of that burning car?",8F06   LISA'S PONY
MAN,Okay. Okay. But now we're even.  So what does your daughter need?,8F06   LISA'S PONY
HOMER,"I’11 have you know, I wrote it down.",8F06   LISA'S PONY
HOMER,Number Four and a half -- Stupid gum! Homer pulls a piece of gum off the bottom of his shoe.,8F06   LISA'S PONY
HOMER,Number Four and a Half reed! Whoo hoo!,8F06   LISA'S PONY
MAN,Uh-huh. And what instrument does she play?,8F06   LISA'S PONY
HOMER,I dunno.,8F06   LISA'S PONY
HOMER,I dunno.,8F06   LISA'S PONY
LISA,"Mom, where is he? If I don’t get that reed I’11 sound terrible.",8F06   LISA'S PONY
MARGE,"Don’t worry, honey, I’m sure your father is...",8F06   LISA'S PONY
MARGE,Maybe. B) We see Homer in a tree with a bear GROWLING underneath.,8F06   LISA'S PONY
MARGE,No.,8F06   LISA'S PONY
MARGE,That’s a long shot.,8F06   LISA'S PONY
MAN,Clarinet?,8F06   LISA'S PONY
HOMER,No.,8F06   LISA'S PONY
MAN,Oboe?,8F06   LISA'S PONY
HOMER,No.,8F06   LISA'S PONY
MAN,Saxophone?,8F06   LISA'S PONY
HOMER,No!... Wait a minute. What was that,8F06   LISA'S PONY
MAN,Saxophone?,8F06   LISA'S PONY
HOMER,"Hmm.  ""Lisa",8F06   LISA'S PONY
MAN,Alto or tenor?,8F06   LISA'S PONY
SKINNER,"This act is over! Well, ladies and gentlemen, I’d like to put this filth behind us, and let’s all enjoy Lisa Simpson’s rendition of ""Stormy Leather -- ah, Weather.""",8F06   LISA'S PONY
NELSON,"Haw haw! Shaken, Lisa continues PLAYING, hitting more SQUEAKY SOUR",8F06   LISA'S PONY
HOMER,"Whew, I’d hate to be that kid’s father.",8F06   LISA'S PONY
HOMER,Uh-oh. Skinner comes back on stage. He gestures for Lisa to stop.,8F06   LISA'S PONY
SKINNER,That’1ll do.,8F06   LISA'S PONY
LISA,It’s not my fault. It’s the reed.,8F06   LISA'S PONY
SKINNER,"Oh yes, of course. It’s the reed. Lisa leaves the stage.",8F06   LISA'S PONY
SKINNER,Let’s hear it for Lisa Simpson and her wacky sax.,8F06   LISA'S PONY
HOMER,"Hey, any of you guys seen Lisa Simpson?",8F06   LISA'S PONY
HOMER,"Lisa, would you like some ice cream?",8F06   LISA'S PONY
BART,I’d like some ice cream.,8F06   LISA'S PONY
HOMER,"Shut up, boy. You know, Lisa, I did get your reed. I was just a little late.",8F06   LISA'S PONY
LISA,"Thank you, Dad. All this night needed",8F06   LISA'S PONY
LISA,I’m done.,8F06   LISA'S PONY
HOMER,That cost eighty-eight dollars!,8F06   LISA'S PONY
LISA,"I’m sorry dad, I don’t feel much like eating.",8F06   LISA'S PONY
HOMER,"Look, I let you down and I apologize. I know that doesn’t make it right, but I hope you can find it in your heart to forgive me.",8F06   LISA'S PONY
HOMER,You didn’t mean that!,8F06   LISA'S PONY
LISA,No. I didn’t. Homer lets out a litle SIGH,8F06   LISA'S PONY
TV,We see a smiling BABY LISA walking unsteadily.,8F06   LISA'S PONY
MARGE,"Look Homer, Lisa’s taking her first steps.",8F06   LISA'S PONY
HOMER,You taping it?,8F06   LISA'S PONY
MARGE,Yes.,8F06   LISA'S PONY
HOMER,I‘1l1 watch it later. Baby Lisa toddles in front of the television. Homer brusquely picks her up and sets her down to one side. Her smile fades.,8F06   LISA'S PONY
CUT,We see BABY LISA in a high chair.,8F06   LISA'S PONY
LISA,Da-da. Da-da.,8F06   LISA'S PONY
HOMER,"Marge, please, I’m busy.",8F06   LISA'S PONY
SCENE,A tear rolls down Homer’s cheek. Marge enters.,8F06   LISA'S PONY
HOMER,No wonder she hates me.  She hates me. I never paid any attention to her.,8F06   LISA'S PONY
HOMER,Does not.,8F06   LISA'S PONY
MARGE,Does to.,8F06   LISA'S PONY
HOMER,Does not!,8F06   LISA'S PONY
MARGE,Does to!,8F06   LISA'S PONY
HOMER,Does not!,8F06   LISA'S PONY
HOMER,Is not.,8F06   LISA'S PONY
MARGE,Is to!,8F06   LISA'S PONY
HOMER,Is not.,8F06   LISA'S PONY
HOMER,"Maybe I should just cut my losses, give up on Lisa, and make a fresh start with Maggie.",8F06   LISA'S PONY
MARGE,"Homie, you’ve got to stop looking for the quick fix. If you keep spending time with Lisa, she’ll forgive you..",8F06   LISA'S PONY
HOMER,"Marge, if I spend any more time doing these girl things, I’m gonna -- you know -- go fruity. (MAKES FLITTING GESTURES) No, you were right the first time with that quick fix idea. I know! I’1l get her that pony she’s always bugging me for.",8F06   LISA'S PONY
MARGE,We can’t afford to buy a pony.,8F06   LISA'S PONY
HOMER,"Marge, with today’s gasoline prices, we can’t afford not to buy a pony.",8F06   LISA'S PONY
HOMER,"Marge, I’ve got to get her a pony. When I look in Lisa’s eyes, I don’t see love anymore.",8F06   LISA'S PONY
MARGE,That’s no reason to buy a pony!,8F06   LISA'S PONY
HOMER,"See, even when you yell at me, I can see love in your eyes.",8F06   LISA'S PONY
MARGE,Stick to the subject.,8F06   LISA'S PONY
HOMER,"Ha ha, you love me.",8F06   LISA'S PONY
MARGE,Let’s be realistic. A pony is very expensive and we have enough trouble paying bills as it is.,8F06   LISA'S PONY
HOMER,"Yeah, yeah, yeah.",8F06   LISA'S PONY
MARGE,You sound like you’re going to buy a pony. Promise me you won't.,8F06   LISA'S PONY
HOMER,Mm.,8F06   LISA'S PONY
HOMER,Buh.,8F06   LISA'S PONY
